DatGeracaoConjuntoDados;SigAgenteFiscalizador;NumAutoInfracao;DatLavraturaAutoInfracao;NomNaturezaFiscalizacao;DscObjetoFiscalizado;CodObjetoFiscalizado;NomAgenteFiscalizado;NumCPFCNPJAgenteFiscalizado;NumProcessoPunitivo;NumProcessoPunitivoANEEL;DatRecebimentoAutoInfracao;DscTipoPenalidade;VlrPenalidade;DtRecebimentoRecurso;DatDecisaoJuizo;DscDecisaoCompletaJuizo;DscAtoJuizo;VlrMultaAposJuizo;DatDecisaoDiretoria;DscDecisaoCompletaDiretoria;DscAtoDiretoria;VlrMultaAposDiretoria;NumTermoEncerramento;DatLavraturaTE;DscEnquadramentoAI;NumTermoNotificacao;NumProcessoFiscalizacao
01/10/2023;ANEEL;0005/2020-SFE;17/02/2020;Indicadores de reclamações - DER e FER;Não se aplica;Não se aplica;ENERGISA Minas Gerais - Distribuidora de Energia S/A - EMG;19527639000158;48500000548201900;;18/02/2020; Multa;427531,72;;;;;;;;;;0009/2020-SFE;23/04/2020; Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0025/2019-SFE;4,85E+16
01/10/2023;ANEEL;0005/2020-SFF;04/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Termelétrica Pernambuco III S/A;10502676000137;48500000589202000;;22/05/2020; Advertência;0;;;;;;;;;;1027/2020-SFF;18/06/2020;;0032/2020-SFF;4,85E+16
01/10/2023;ANEEL;0005/2020-SFG;10/03/2020;1.02.05 - Procedimento Segurança de Barragens; Santa Luzia Alto-PCH; PCH.PH.SC.029652-0.01;Santa Luzia Energética S/A;8377974000109;48500001558202000;;11/03/2020; Multa;173840,16;23/03/2020;26/05/2020;Recurso acatado parcialmente;4,8532E+16;;02/07/2020;Recurso acatado parcialmente;4,8575E+16;;1031/2020-SFG;08/07/2020; Multa do Grupo III Art. 6º;0085/2019-SFG;4,85E+16
01/10/2023;AGERGS;0005/2021-AGERGS-SFG;31/03/2021;1.02.15 - Demais Obrigações Normativas; Ibirapuitã I-EOL; EOL.CV.RS.030750-5.01;Eólica Ibirapuitã S/A;14608116000112;000594-39.00/21-3;;31/03/2021; Multa;33208,49;16/04/2021;01/09/2021;Recurso acatado parcialmente;;;;;;;0012/2021-AGERGS-SFG;09/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0031/2020-AGERGS-SFG;000139-39.00/12-4
01/10/2023;ARCE;0005/2021-ARCE-SFG;26/03/2021;1.02.15 - Demais Obrigações Normativas; Itarema V-EOL; EOL.CV.CE.031482-0.01;Eólica Itarema V S/A;19560868000174;01442358/2021;;29/03/2021; Multa;26043,2;;;;;;;;;;0001/2021-ARCE-SFG;22/04/2021; Multa do Grupo III (REN 846/2019) Art. 11;0007/2020-ARCE-SFG;PVIR/CEE/13/2020
01/10/2023;ARPE;0005/2021-ARPE-SFG;29/03/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Brígida V-EOL; EOL.CV.PE.031346-7.01;Ventos de Santa Brígida V Energias Renováveis S/A;17875103000106;015/20-CEE-ARPE;;05/04/2021; Multa;47266,43;15/04/2021;03/08/2021;Decisão anterior mantida;;47266,43;28/03/2022;Decisão anterior mantida;;47266,43;0006/2022-ARPE-SFG;02/06/2022; Multa do Grupo III (REN 846/2019) Art. 11;0005/2020-ARPE-SFG;015/20-CEE-ARPE
01/10/2023;ARSEP;0005/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Asa Branca I-EOL; EOL.CV.RN.030505-7.01;Nova Asa Branca I Energias Renováveis S/A;12802855000115;78100100019092000;;26/05/2021; Multa;49033,2;17/06/2021;;;;;;Recurso acatado parcialmente;10075465;;;; Multa do Grupo III (REN 846/2019) Art. 11;0002/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0005/2021-SFE;30/03/2021;Ocorrências/Perturbações;Não se aplica;Não se aplica;Transmissora Sul Litorânea de Energia S/A - TSLE - TSLE;16383969000129;48500004744202000;;10/04/2021; Multa;1640373;28/05/2021;01/07/2021;Decisão anterior mantida;4,8534E+16;1640373;17/09/2021;Decisão anterior mantida;4,8575E+16;1640373;0020/2021-SFE;18/10/2021; Multa do Grupo II (REN 846/2019) Art. 10 / Multa do Grupo III (REN 846/2019) Art. 11 / Multa do Grupo IV (REN 846/2019) Art. 12 / Multa do Grupo V (REN 846/2019) Art. 13;0020/2020-SFE;4,85E+16
01/10/2023;ANEEL;0005/2021-SFF;31/03/2021;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;MARUMBI Transmissora de Energia S/A - MARUMBI;14820785000153;48500000668202100;;06/04/2021; Advertência;0;;;;;;;;;;1054/2021-SFF;18/05/2021;;0060/2020-SFF;4,85E+16
01/10/2023;ANEEL;0005/2021-SFG;25/02/2021;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Ute Mc2 Camaçari III S/A;10495143000175;48500001244201000;4,85E+16;29/03/2021; Multa;1415258,01;;;;;;;;;;;; Multa do Grupo III Art. 6º;0067/2020-SFG;4,85E+16
01/10/2023;ARPE;0005/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;06/22-CEE-ARPE-D3;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0006/2022-ARPE-SFG;06/22-CEE-ARPE-D3
01/10/2023;ARSESP;0005/2022-ARSESP-SFG;14/09/2022;1.02.15 - Demais Obrigações Normativas; Conquista do Pontal-UTE; UTE.AI.SP.030024-1.01;Usina Conquista do Pontal S/A;7298800000180;ARSESPELE30192020;;19/09/2022; Advertência;0;;;;;;;;;;;;;0005/2020-ARSESP-SFG;ARSESPELE30192020
01/10/2023;ANEEL;0005/2022-SFE;14/01/2022;Operação e Manutenção;Não se aplica;Não se aplica;Interligação Elétrica Norte e Nordeste S/A - IENNE;9276712000102;48500004684202000;;18/01/2022; Multa;371735,47;;;;;;;;;;0017/2022-SFE;11/02/2022; Multa do Grupo III (REN 846/2019) Art. 11 / Multa do Grupo III Art. 6º / Multa do Grupo IV (REN 846/2019) Art. 12;0011/2021-SFE;4,85E+16
01/10/2023;ANEEL;0005/2022-SFE;14/01/2022;Operação e Manutenção;Não se aplica;Não se aplica;Interligação Elétrica Norte e Nordeste S/A - IENNE;9276712000102;48500004684202000;;18/01/2022; Multa;371735,47;;;;;;;;;;0017/2022-SFE;11/02/2022; Multa do Grupo III (REN 846/2019) Art. 11 / Multa do Grupo III Art. 6º / Multa do Grupo IV (REN 846/2019) Art. 12;0015/2021-SFE;4,85E+16
01/10/2023;ANEEL;0005/2022-SFF;13/06/2022;Apoio ao Processo Decisório, Anuência e Conformidade Regulatória;Não se aplica;Não se aplica;Roraima Energia S/A - Boa Vista;2341470000144;48500001636202200;;14/06/2022; Multa;52900,99;;;;;;;;;;1074/2022-SFF;06/07/2022; Multa do Grupo III (REN 846/2019) Art. 11;0001/2022-SFF;4,85E+16
01/10/2023;ANEEL;0005/2022-SFG;04/04/2022;1.02.02 - Procedimento Desempenho UTE Tipo I e II A; Porto de Sergipe I-UTE; UTE.GN.SE.032228-8.01;CELSE - Centrais Eletricas de Sergipe S/A - CELSE;23758522000152;48500000450202200;4,85E+16;06/04/2022; Multa;698527,93;;;;;;;;;;1114/2022-SFG;29/04/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0047/2021-SFG;4,85E+16
01/10/2023;ARPE;0005/2023-ARPE-SFT;09/06/2023;1.01.02 - Procedimento da Fase Obras; Belmonte 2-1-UFV; UFV.RS.PE.040735-6.01;Belmonte II Parque Solar S/A;30418547000172;008/23-ARPE-BE2-1;;13/06/2023; Multa;99592,99;22/06/2023;29/06/2023;Decisão anterior mantida;;99592,99;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0015/2023-ARPE-SFT;008/23-ARPE-BE2-1
01/10/2023;ANEEL;0005/2023-SFE;19/04/2023;Empreendimentos de Transmissão;Não se aplica;Não se aplica;CHIMARRÃO Transmissora de Energia S/A - CHIMARRÃO;32398119000150;48500006404202200;;20/04/2023; Multa;1043714,25;28/04/2023;25/05/2023;Decisão anterior mantida;4,8532E+16;1043714,25;13/06/2023;Decisão anterior mantida;4,8575E+16;1043714,25;1240/2023-SFT;21/06/2023; Multa do Grupo IV (REN 846/2019) Art. 12;0022/2022-SFE;4,85E+16
01/10/2023;ANEEL;0005/2023-SFF;14/02/2023;Apoio ao Processo Decisório, Anuência e Conformidade Regulatória;Não se aplica;Não se aplica;Mata Verde Transmissora de Energia Ltda. - Mata Verde;32801515000187;48500007976202200;;14/03/2023; Multa;37103,97;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0027/2022-SFF;4,85E+16
01/10/2023;ANEEL;0005/2023-SFG;23/03/2023;1.02.15 - Demais Obrigações Normativas; Daia-UTE; UTE.PE.GO.028612-5.01;Usina Termelétrica de Anápolis Ltda. - Ute-Anápolis;5250358000196;48500000613202300;;23/03/2023; Multa;122416,66;29/03/2023;;;;;;;;;;; Multa do Grupo I (REN 846/2019) Art. 9º  / Multa do Grupo II (REN 846/2019) Art. 10 / Multa do Grupo IV (REN 846/2019) Art. 12;0100/2022-SFG;4,85E+16
01/10/2023;AGER/ MT;0006/2019-AGER/ MT-SFG;12/09/2019;1.02.05 - Procedimento Segurança de Barragens; Casca III-PCH; PCH.PH.MT.000688-2.03;Apiacás Energia S/A - APIE;7283824000165;133301/2019;;20/09/2019; Multa;78827,25;30/09/2019;;;;;19/12/2019;Decisão anterior mantida;;78827,25;0002/2020-AGER/ MT-SFG;13/03/2020; Multa do Grupo III Art. 6º;0007/2019-AGER/ MT-SFG;133301/2019
01/10/2023;ARSESP;0006/2019-ARSESP-SFE;30/07/2019;Verificação de Cumprimento de Determinação;Não se aplica;Não se aplica;ELETROPAULO Metropolitana Eletricidade de São Paulo S/A - ELETROPAULO;61695227000193;ARSESP-3025-2018;;07/08/2019; Multa;2913563,76;16/08/2019;;;;;;Recurso acatado parcialmente;;1855773,1;;; Multa do Grupo IV Art. 7º;1003/2018-ARSESP-SFE;3025-2018
01/10/2023;ANEEL;0006/2019-SFE;07/03/2019;Operação e Manutenção;Não se aplica;Não se aplica;Centrais Elétricas do Norte do Brasil S/A ELETRONORTE - ELETRONORTE;357038000116;48500002058201800;;12/03/2019; Multa;3822350,25;22/03/2019;05/08/2019;Decisão anterior mantida;4,8534E+16;3822350,25;10/12/2019;Decisão anterior mantida;4,8575E+16;3822350,25;0010/2019-SFE;19/12/2019; Multa do Grupo III Art. 6º;1028/2018-SFE;4,85E+16
01/10/2023;ANEEL;0006/2019-SFG;04/09/2019;1.01.01 - Procedimento da Fase Pré-Obras; Cachoeira Formosa-PCH; PCH.PH.RO.028194-8.01;Propower Geradora de Energia Ltda.;8794644000100;48500003918201900;;06/09/2019; Multa;14972,03;18/09/2019;05/11/2019;Decisão anterior mantida / Recurso acatado parcialmente;4,8532E+16;14972,03;04/09/2020;Decisão anterior mantida / Recurso acatado parcialmente;4,8575E+16;;1038/2020-SFG;11/09/2020; Multa do Grupo III Art. 6º;0024/2019-SFG;4,85E+16
01/10/2023;AGERGS;0006/2020-AGERGS-SFG;07/04/2020;1.02.05 - Procedimento Segurança de Barragens; Pezzi-PCH; PCH.PH.RS.028988-4.01;Pezzi Energética S/A;9199579000138;000307-39.00/20-0;;28/04/2020; Multa;91600,72;13/05/2020;;;;;;;;;0006/2020-AGERGS-SFG;23/10/2020; Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0022/2019-AGERGS-SFG;002175/39.00/15-0
01/10/2023;ANEEL;0006/2020-SFE;20/02/2020;Comercial;Não se aplica;Não se aplica;Centrais Elétricas do Pará S/A - CELPA - CELPA;4895728000180;48500002158201900;;21/02/2020; Advertência / Multa;14772776,31;06/03/2020;19/06/2020;Decisão anterior mantida / Recurso acatado parcialmente;4,8534E+16;14533251,61;01/08/2022;Decisão anterior mantida / Recurso acatado parcialmente;4,8575E+16;14772776,31;0030/2022-SFE;16/09/2022; Advertência Art. 3º / Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0028/2019-SFE;4,85E+16
01/10/2023;ANEEL;0006/2020-SFF;04/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Transmissora Sul Brasileira de Energia S/A - TSBE;14820905000112;48500000592202000;;25/05/2020; Advertência;0;;;;;;;;;;1025/2020-SFF;18/06/2020;;0033/2020-SFF;4,85E+16
01/10/2023;ANEEL;0006/2020-SFG;17/03/2020;1.02.05 - Procedimento Segurança de Barragens; Pitinga-UHE; UHE.PH.AM.028009-7.01;Mineração Taboca S/A - TABOCA;34019992000110;48500001783202000;;17/03/2020; Multa;83901,1;27/03/2020;;Decisão anterior mantida;4,8532E+16;83901,1;;Decisão anterior mantida;4,8575E+16;83901,1;1113/2022-SFG;11/04/2022; Multa do Grupo III Art. 6º;0049/2019-SFG;4,85E+16
01/10/2023;AGERGS;0006/2021-AGERGS-SFG;15/04/2021;1.02.15 - Demais Obrigações Normativas; Aura Mangueira VII-EOL; EOL.CV.RS.031805-1.01;Santa Vitória do Palmar XI Energias Renováveis S/A;20593647000181;000617-39.00/21-5;;16/04/2021; Multa;39886,57;28/04/2021;02/09/2021;Recurso acatado parcialmente;;;;;;;0013/2021-AGERGS-SFG;10/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0017/2020-AGERGS-SFG;000956-39.00/16-8
01/10/2023;ARCE;0006/2021-ARCE-SFG;04/08/2021;1.02.15 - Demais Obrigações Normativas; Volta do Rio-EOL; EOL.CV.CE.028441-6.01;Central Eolica Volta do Rio S/A;7063713000143;07479431/2021;;05/08/2021; Multa;126179,98;;;;;;;;;;0007/2021-ARCE-SFG;26/08/2021; Multa do Grupo III (REN 846/2019) Art. 11;0001/2021-ARCE-SFG;3630780
01/10/2023;ARPE;0006/2021-ARPE-SFG;29/03/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Brígida VI-EOL; EOL.CV.PE.031353-0.01;Ventos de Santa Brígida VI Energias Renováveis S/A;17875341000103;016/20-CEE-ARPE;;05/04/2021; Multa;47581,54;15/04/2021;03/08/2021;Decisão anterior mantida;;47581,54;28/03/2022;Decisão anterior mantida;;47581,54;0007/2022-ARPE-SFG;02/06/2022; Multa do Grupo III (REN 846/2019) Art. 11;0006/2020-ARPE-SFG;016/20-CEE-ARPE
01/10/2023;ARSEP;0006/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Eurus IV-EOL; EOL.CV.RN.030509-0.01;Nova Eurus IV Energias Renováveis S/A;12802866000103;78100100019102000;;26/05/2021; Multa;51296,9;17/06/2021;;;;;;Recurso acatado parcialmente;10076159;;;; Multa do Grupo III (REN 846/2019) Art. 11;0003/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0006/2021-SFE;05/04/2021;Ocorrências/Perturbações;Não se aplica;Não se aplica;Cia. Estadual de Geração e Transmissão de Energia Elétrica - Ceee-Gt - CEEE-Gt;92715812000131;48500004743202000;;08/04/2021; Multa;5743367,27;19/04/2021;31/05/2021;Decisão anterior mantida / Recurso acatado parcialmente;4,8534E+16;5743367,27;22/03/2023;Decisão anterior mantida / Recurso acatado parcialmente;4,8575E+16;4173513,55;0044/2023-SFE;17/04/2023; Multa do Grupo II (REN 846/2019) Art. 10 / Multa do Grupo V (REN 846/2019) Art. 13;0022/2020-SFE;4,85E+16
01/10/2023;ANEEL;0006/2021-SFF;31/03/2021;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Cooperativa de Prestação de Serviços Públicos de Distribuição de Energia Elétrica Senador Esteves Junior - CEREJ;82574864000181;48500000485202100;;06/04/2021; Advertência;0;;;;;;;;;;1059/2021-SFF;18/05/2021;;0059/2020-SFF;4,85E+16
01/10/2023;ANEEL;0006/2021-SFG;25/02/2021;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Ute Mc2 Sapeaçu S/A;10495102000189;48500001248201000;4,85E+16;29/03/2021; Multa;1415556,63;;;;;;;;;;;; Multa do Grupo III Art. 6º;0068/2020-SFG;4,85E+16
01/10/2023;ARPE;0006/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;07/22-CEE-ARPE-D4;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0007/2022-ARPE-SFG;07/22-CEE-ARPE-D4
01/10/2023;ARSESP;0006/2022-ARSESP-SFG;27/09/2022;1.02.14 - Procedimento Desempenho UTE Tipo III; Equipav II-UTE / Equipav-UTE; UTE.AI.SP.028101-8.01 / UTE.AI.SP.029765-8.01;Renuka Geradora de Energia Elétrica Ltda.;45898574000167;ARSESPELE30532021;;30/09/2022; Multa;86777,37;19/10/2022;18/01/2023;Decisão anterior mantida;;86777,37;;;;;;; Multa do Grupo II (REN 846/2019) Art. 10 / Multa do Grupo IV (REN 846/2019) Art. 12;0011/2021-ARSESP-SFG;ARSESPELE30532021
01/10/2023;ANEEL;0006/2022-SFE;20/01/2022;Operação e Manutenção;Não se aplica;Não se aplica;FURNAS-Centrais Elétricas S/A - FURNAS;23274194000119;48500004875202000;;27/01/2022; Multa;26536669,96;09/02/2022;28/03/2022;Decisão anterior mantida;4,8534E+16;26536669,96;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0010/2021-SFE;4,85E+16
01/10/2023;ANEEL;0006/2022-SFE;20/01/2022;Operação e Manutenção;Não se aplica;Não se aplica;FURNAS-Centrais Elétricas S/A - FURNAS;23274194000119;48500004875202000;;27/01/2022; Multa;26536669,96;09/02/2022;28/03/2022;Decisão anterior mantida;4,8534E+16;26536669,96;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0017/2021-SFE;4,85E+16
01/10/2023;ANEEL;0006/2022-SFF;13/06/2022;Apoio ao Processo Decisório, Anuência e Conformidade Regulatória;Não se aplica;Não se aplica;Força e Luz Coronel Vivida Ltda. - FORCEL;79850574000109;48500001637202200;;14/06/2022; Multa;53208,37;;;;;;;;;;1075/2022-SFF;06/07/2022; Multa do Grupo III (REN 846/2019) Art. 11;0002/2022-SFF;4,85E+16
01/10/2023;ANEEL;0006/2022-SFG;29/03/2022;1.02.15 - Demais Obrigações Normativas; Cachoeira Cachimbo Alto-PCH; PCH.PH.RO.030573-1.01;Hidroelétrica Cachimbo Alto Ltda.;8264991000121;48500002551202200;;12/05/2022; Multa;26953,33;;;;;;;;;;1230/2023-SFG;13/01/2023; Multa do Grupo II (REN 846/2019) Art. 10;0031/2021-SFG;4,85E+16
01/10/2023;ARPE;0006/2023-ARPE-SFT;09/06/2023;1.01.02 - Procedimento da Fase Obras; Belmonte 2-2-UFV; UFV.RS.PE.040736-4.01;Belmonte II Parque Solar S/A;30418547000172;009/23-ARPE-BE2-2;;13/06/2023; Multa;99592,99;22/06/2023;29/06/2023;Decisão anterior mantida;;99592,99;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0016/2023-ARPE-SFT;009/23-ARPE-BE2-2
01/10/2023;ANEEL;0006/2023-SFE;24/04/2023;Operação e Manutenção;Não se aplica;Não se aplica;São João Transmissora de Energia S/A - São Joao;18314074000168;48500007441202200;;24/04/2023; Multa;293366,99;05/05/2023;26/07/2023;Decisão anterior mantida;4,8532E+16;293366,99;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0020/2022-SFE;4,85E+16
01/10/2023;AGER/ MT;0007/2019-AGER/ MT-SFG;03/09/2019;1.02.05 - Procedimento Segurança de Barragens; Juína-PCH; PCH.PH.MT.028168-9.01;Juruena Energia S/A - JURUE;7283842000147;133277/2019;;23/09/2019; Multa;39244,38;03/10/2019;;;;;05/09/2022;Recurso acatado parcialmente;;16819,02;0003/2022-AGER/ MT-SFG;13/12/2022; Multa do Grupo III Art. 6º;0008/2019-AGER/ MT-SFG;133277/2019
01/10/2023;ARSESP;0007/2019-ARSESP-SFE;30/07/2019;Verificação de Cumprimento de Determinação;Não se aplica;Não se aplica;Cia. Paulista de Força e Luz - CPFL-Paulista;33050196000188;Arsesp 3027-2019;;12/08/2019; Multa;640222,41;;;;;;;;;;0001/2019-ARSESP-SFE;30/08/2019; Multa do Grupo IV Art. 7º;0005/2019-ARSESP-SFE;3027-2019
01/10/2023;ANEEL;0007/2019-SFE;18/03/2019;Técnica;Não se aplica;Não se aplica;Cia. Energética do Maranhão - CEMAR;6272793000184;48500003669201800;;19/03/2019; Advertência / Multa;298888,23;29/03/2019;22/05/2019;Decisão anterior mantida;4,8534E+16;298888,23;20/11/2020;Decisão anterior mantida;4,8575E+16;298888,23;0007/2021-SFE;12/01/2021; Multa do Grupo III Art. 6º;1031/2018-SFE;4,85E+16
01/10/2023;ANEEL;0007/2019-SFG;04/09/2019;1.01.01 - Procedimento da Fase Pré-Obras; Machadinho I-PCH; PCH.PH.RO.001358-7.01;Propower Geradora de Energia Ltda.;8794644000100;48500003917201900;;06/09/2019; Multa;16075,73;18/09/2019;06/11/2019;Decisão anterior mantida / Recurso acatado parcialmente;4,8532E+16;16075,73;04/09/2020;Decisão anterior mantida / Recurso acatado parcialmente;4,8575E+16;;1037/2020-SFG;11/09/2020; Multa do Grupo III Art. 6º;0028/2019-SFG;4,85E+16
01/10/2023;AGERGS;0007/2020-AGERGS-SFG;20/04/2020;1.02.05 - Procedimento Segurança de Barragens; Bugres-UHE; UHE.PH.RS.000324-7.01;Cia. Estadual de Geração e Transmissão de Energia Elétrica - Ceee-Gt - CEEE-Gt;92715812000131;000327-39.00/20-4;;06/05/2020; Multa;50094,16;13/05/2020;;;;;06/01/2021;Decisão anterior mantida;;50094,16;0005/2021-AGERGS-SFG;03/03/2021; Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0012/2019-AGERGS-SFG;000150-39.00/11-5
01/10/2023;ANEEL;0007/2020-SFE;21/02/2020;Operação e Manutenção;Não se aplica;Não se aplica;Empresa de Transmissão de Energia do Mato Grosso S/A - ETEM - ETEM;11589522000197;48500002658201900;;04/03/2020; Advertência / Multa;94360,78;;;;;;;;;;0012/2020-SFE;23/04/2020; Advertência Art. 3º / Multa do Grupo III Art. 6º;0027/2019-SFE;4,85E+16
01/10/2023;ANEEL;0007/2020-SFF;04/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;MARUMBI Transmissora de Energia S/A - MARUMBI;14820785000153;48500000591202000;;29/05/2020; Advertência;0;;;;;;;;;;1028/2020-SFF;22/06/2020;;0028/2020-SFF;4,85E+16
01/10/2023;ANEEL;0007/2020-SFG;18/03/2020;1.02.05 - Procedimento Segurança de Barragens; Coronel Américo Teixeira-PCH; PCH.PH.MG.000836-2.02;Horizonte Têxtil Ltda.;492142000113;48500001803202000;;19/03/2020; Multa;16517,77;;;;;;;;;;1025/2020-SFG;07/04/2020; Multa do Grupo III Art. 6º;0089/2019-SFG;4,85E+16
01/10/2023;AGERGS;0007/2021-AGERGS-SFG;15/04/2021;1.02.15 - Demais Obrigações Normativas; Aura Mirim II-EOL; EOL.CV.RS.031806-0.01;Santa Vitoria do Palmar XII Energias Renovaveis S/A;20586118000150;000618-39.00/21-8;;16/04/2021; Multa;49733,74;28/04/2021;02/09/2021;Recurso acatado parcialmente;;;;;;;0014/2021-AGERGS-SFG;10/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0018/2020-AGERGS-SFG;000960-39.00/16-3
01/10/2023;ARCE;0007/2021-ARCE-SFG;01/09/2021;1.02.15 - Demais Obrigações Normativas;Não se aplica;Não se aplica;Wobben Windpower Indústria e Comércio Ltda.;1027335000166;08680475/2021;;01/09/2021; Multa;1622,62;;;;;;;;;;0001/2022-ARCE-SFG;03/01/2022; Multa do Grupo II Art. 5º;0002/2021-ARCE-SFG;03631646/2021
01/10/2023;ARPE;0007/2021-ARPE-SFG;29/03/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Brígida VII-EOL; EOL.CV.PE.031422-6.01;Ventos de Santa Brígida VII Energias Renováveis S/A;17875270000149;017/20-CEE-ARPE;;05/04/2021; Multa;46951,32;15/04/2021;03/08/2021;Decisão anterior mantida;;46951,32;28/03/2022;Decisão anterior mantida;;46951,32;0008/2022-ARPE-SFG;02/06/2022; Multa do Grupo III (REN 846/2019) Art. 11;0007/2020-ARPE-SFG;017/20-CEE-ARPE
01/10/2023;ARSEP;0007/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Asa Branca II-EOL; EOL.CV.RN.030547-2.01;Nova Asa Branca II Energias Renováveis S/A;12802844000135;78100100019122000;;26/05/2021; Multa;49143,9;17/06/2021;;;;;;Recurso acatado parcialmente;10075695;;;; Multa do Grupo III (REN 846/2019) Art. 11;0005/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0007/2021-SFE;06/05/2021;ONS;Não se aplica;Não se aplica;ONS - ONS;2831210000157;48500005956202000;;06/05/2021; Multa;5753387,95;17/05/2021;13/09/2021;Recurso acatado parcialmente;4,8534E+16;5701920,03;05/12/2022;Recurso acatado parcialmente;4,8575E+16;5701920,03;;; Multa do Grupo V (REN 846/2019) Art. 13;0023/2020-SFE;4,85E+16
01/10/2023;ANEEL;0007/2021-SFF;31/03/2021;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Nova Palma Energia Ltda. - UHENPAL;89889604000144;48500000486202100;;06/04/2021; Advertência;0;14/04/2021;;;;;17/05/2021;Decisão anterior mantida;4,8536E+16;;1060/2021-SFF;02/06/2021;;0058/2020-SFF;4,85E+16
01/10/2023;ANEEL;0007/2021-SFG;25/02/2021;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Ute Mc2 Governador Mangabeira S/A;10506691000153;48500001246201000;4,85E+16;29/03/2021; Multa;1415556,63;;;;;;;;;;;; Multa do Grupo III Art. 6º;0069/2020-SFG;4,85E+16
01/10/2023;ARPE;0007/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;08/22-CEE-ARPE-D5;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0008/2022-ARPE-SFG;08/22-CEE-ARPE-D5
01/10/2023;ARSESP;0007/2022-ARSESP-SFG;14/10/2022;1.02.05 - Procedimento Segurança de Barragens;Empreendimentos de Geração;Não informado;Chimay Empreendimentos e Participações Ltda.;13326039000145;3006-2022;;18/10/2022; Multa;56529,3;27/10/2022;;;;;18/01/2023;Decisão anterior mantida;;56529,3;;; Multa do Grupo III (REN 846/2019) Art. 11 / Multa do Grupo IV (REN 846/2019) Art. 12;0009/2022-ARSESP-SFG;ARSESPELE30062022
01/10/2023;ANEEL;0007/2022-SFE;01/02/2022;Operação e Manutenção;Não se aplica;Não se aplica;COMPANHIA ESTADUAL DE TRANSMISSAO DE ENERGIA ELETRICA - CEEE-T - CEEE-T;92715812000131;48500001869202100;;03/02/2022; Multa;5479716,62;;;;;;;;;;0018/2022-SFE;03/03/2022; Multa do Grupo III (REN 846/2019) Art. 11 / Multa do Grupo IV (REN 846/2019) Art. 12;0018/2021-SFE;4,85E+16
