DatGeracaoConjuntoDados;SigAgenteFiscalizador;NumAutoInfracao;DatLavraturaAutoInfracao;NomNaturezaFiscalizacao;DscObjetoFiscalizado;CodObjetoFiscalizado;NomAgenteFiscalizado;NumCPFCNPJAgenteFiscalizado;NumProcessoPunitivo;NumProcessoPunitivoANEEL;DatRecebimentoAutoInfracao;DscTipoPenalidade;VlrPenalidade;DtRecebimentoRecurso;DatDecisaoJuizo;DscDecisaoCompletaJuizo;DscAtoJuizo;VlrMultaAposJuizo;DatDecisaoDiretoria;DscDecisaoCompletaDiretoria;DscAtoDiretoria;VlrMultaAposDiretoria;NumTermoEncerramento;DatLavraturaTE;DscEnquadramentoAI;NumTermoNotificacao;NumProcessoFiscalizacao
01/10/2023;ANEEL;0032/2022-SFG;02/09/2022;1.01.02 - Procedimento da Fase Obras; Futura 21-UFV / Futura 22-UFV; UFV.RS.BA.037499-7.01 / UFV.RS.BA.037500-4.01;SPE Futura 6 Geração e Comercialização de Energia Solar S/A;37576883000192;48500007157202200;4,85E+16;22/11/2022; Multa;78025,26;02/12/2022;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0011/2022-SFG;4,85E+16
01/10/2023;ANEEL;0033/2020-SFE;15/09/2020;Operação e Manutenção;Não se aplica;Não se aplica;Cia. Hidro Elétrica do São Francisco - CHESF;33541368000116;48500005709201900;;18/09/2020; Multa;7962107,32;30/09/2020;18/01/2021;Decisão anterior mantida;4,8534E+16;7962107,32;11/06/2021;Decisão anterior mantida;4,8575E+16;7962107,32;;; Multa do Grupo III Art. 6º;0015/2020-SFE;4,85E+16
01/10/2023;AGERGS;0033/2021-AGERGS-SFG;28/04/2021;1.02.15 - Demais Obrigações Normativas; Verace 26-EOL; EOL.CV.RS.031559-1.01;Eólica Hermenegildo I S/A;19661000000160;000722-39.00/21-1;;28/04/2021; Multa;19980,53;10/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0037/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0006/2020-AGERGS-SFG;000746-39.00/18-6
01/10/2023;ARSEP;0033/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Asa Branca VII-EOL; EOL.CV.RN.030513-8.01;Asa Branca VII Energias Renováveis Ltda.;11694618000115;78100100019332000;;28/05/2021; Multa;61975,4;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0034/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0033/2021-SFG;26/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana IX-EOL; EOL.CV.PI.031417-0.01;Ventos de Santa Joana IX Energias Renováveis S/A;19082784000172;48500001285202100;;02/06/2021; Multa;47813,04;;;;;;;;;;1137/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0080/2020-SFG;4,85E+16
01/10/2023;ANEEL;0033/2022-SFG;05/09/2022;1.01.02 - Procedimento da Fase Obras; Lar do Sol 10 (Antiga Leo Silveira 10)-UFV / Lar do Sol 9 (Antiga Leo Silveira 9)-UFV; UFV.RS.MG.037838-0.01 / UFV.RS.MG.037839-9.01;Usina de Energia Fotovoltaica Lar do Sol V S/A;31345569000112;48500007270202200;;05/09/2022; Multa;122728,01;15/09/2022;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0045/2022-SFG;4,85E+16
01/10/2023;ANEEL;0034/2020-SFE;29/09/2020;Ocorrências/Perturbações;Não se aplica;Não se aplica;Cia. Hidro Elétrica do São Francisco - CHESF;33541368000116;48500000164202000;;01/10/2020; Multa;4313557,01;;;;;;;;;;0029/2020-SFE;26/10/2020; Multa do Grupo II Art. 5º;0016/2020-SFE;4,85E+16
01/10/2023;AGERGS;0034/2021-AGERGS-SFG;28/04/2021;1.02.15 - Demais Obrigações Normativas; Verace 27-EOL; EOL.CV.RS.031600-8.01;Eólica Hermenegildo I S/A;19661000000160;000723-39.00/21-4;;28/04/2021; Multa;22558,66;10/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0038/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0007/2020-AGERGS-SFG;000747-39.00/18-9
01/10/2023;ARSEP;0034/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Asa Branca VIII-EOL; EOL.CV.RN.030508-1.01;Asa Branca VIII Energias Renováveis Ltda.;11694621000139;78100100019342000;;28/05/2021; Multa;58508,2;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0035/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0034/2021-SFG;26/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana I-EOL; EOL.CV.PI.031581-8.01;Ventos de Santa Joana I Energias Renovaveis S/A;19724929000191;48500001281202100;;07/06/2021; Multa;52543,81;;;;;;;;;;1142/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0084/2020-SFG;4,85E+16
01/10/2023;ANEEL;0034/2022-SFG;05/09/2022;1.01.02 - Procedimento da Fase Obras; Lar do Sol 1 (Antiga Leo Silveira 1)-UFV / Lar do Sol 2 (Antiga Léo Silveira 2)-UFV; UFV.RS.MG.037830-5.01 / UFV.RS.MG.037831-3.01;Usina de Energia Fotovoltaica Lar do Sol VI S/A;32222320000182;48500007271202200;;05/09/2022; Multa;122728,01;;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0046/2022-SFG;4,85E+16
01/10/2023;ANEEL;0035/2020-SFE;03/12/2020;Ocorrências/Perturbações;Não se aplica;Não se aplica;ELETROSUL Centrais Elétricas S/A - ELETROSUL;73957000168;48500003832202000;;04/12/2020; Multa;318575,79;15/12/2020;09/02/2021;Decisão anterior mantida;4,8534E+16;318575,79;12/03/2021;Decisão anterior mantida;4,8575E+16;318575,79;0009/2021-SFE;30/03/2021; Multa do Grupo III Art. 6º;0017/2020-SFE;4,85E+16
01/10/2023;AGERGS;0035/2021-AGERGS-SFG;29/04/2021;1.02.15 - Demais Obrigações Normativas; Verace 28-EOL; EOL.CV.RS.031578-8.01;Eólica Hermenegildo II S/A;19660985000100;000724-39.00/21-7;;29/04/2021; Multa;18046,93;10/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0039/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0010/2020-AGERGS-SFG;000748-39.00/18-1
01/10/2023;ARSEP;0035/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Mar e Terra-EOL; EOL.CV.RN.030389-5.01;Eólica Mar e Terra Geração e Comercialização de Energia S/A;10288438000170;78100100019402000;;24/05/2021; Multa;41505,2;02/06/2021;;;;;;Recurso acatado parcialmente;10174024;;;; Multa do Grupo III (REN 846/2019) Art. 11;0030/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0035/2021-SFG;26/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santo Augusto III-EOL; EOL.CV.PI.031662-8.01;Ventos de Santo Augusto III Energias Renováveis S/A;17875483000170;48500001277202100;;07/06/2021; Multa;49377,22;;;;;;;;;;1136/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0088/2020-SFG;4,85E+16
01/10/2023;ANEEL;0035/2022-SFG;05/09/2022;1.01.02 - Procedimento da Fase Obras; Lar do Sol 7 (Antiga Leo Silveira 7)-UFV / Lar do Sol 8 (Antiga Leo Silveira 8)-UFV; UFV.RS.MG.037836-4.01 / UFV.RS.MG.037837-2.01;Usina de Energia Fotovoltaica Lar do Sol IV S/A;31345445000137;48500007268202200;;05/09/2022; Multa;122728,01;;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0047/2022-SFG;4,85E+16
01/10/2023;AGERGS;0036/2021-AGERGS-SFG;29/04/2021;1.02.15 - Demais Obrigações Normativas; Verace 29-EOL; EOL.CV.RS.031557-5.01;Eólica Hermenegildo II S/A;19660985000100;000725-39.00/21-0;;29/04/2021; Multa;25136,79;10/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0040/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0011/2020-AGERGS-SFG;000749-39.00/18-4
01/10/2023;ANEEL;0036/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Caetité-EOL; EOL.CV.BA.030792-0.01;Centrais Eólicas Caetité S/A;11201767000103;48500001356202100;;07/06/2021; Multa;50970,91;17/06/2021;;Decisão anterior mantida;4,8532E+16;50970,91;;Decisão anterior mantida;4,8575E+16;50970,91;1109/2022-SFG;28/03/2022; Multa do Grupo III (REN 846/2019) Art. 11;0100/2020-SFG;4,85E+16
01/10/2023;ANEEL;0036/2022-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras; Hélio Valgas 10-UFV / Hélio Valgas 1-UFV / Hélio Valgas 2-UFV / Hélio Valgas 3-UFV / Hélio Valgas 4-UFV / Hélio Valgas 5-UFV / Hélio Valgas 6-UFV / Hélio Valgas 7-UFV / Hélio Valgas 8-UFV / Hélio Valgas 9-UFV; UFV.RS.MG.042991-0.01 / UFV.RS.MG.042992-9.01 / UFV.RS.MG.042993-7.01 / UFV.RS.MG.042994-5.01 / UFV.RS.MG.042995-3.01 / UFV.RS.MG.042996-1.01 / UFV.RS.MG.042997-0.01 / UFV.RS.MG.042998-8.01 / UFV.RS.MG.042999-6.01 / UFV.RS.MG.043001-3.01;Helio Valgas Solar Participações S/A;32431519000110;48500007331202200;4,85E+16;05/09/2022; Multa;619838,43;15/09/2022;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0039/2022-SFG;4,85E+16
01/10/2023;AGERGS;0037/2021-AGERGS-SFG;29/04/2021;1.02.15 - Demais Obrigações Normativas; Verace 30-EOL; EOL.CV.RS.031602-4.01;Eólica Hermenegildo II S/A;19660985000100;000726-39.00/21-2;;29/04/2021; Multa;25136,79;10/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0041/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0012/2020-AGERGS-SFG;000750-39.00/18-1
01/10/2023;ANEEL;0037/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Pelourinho-EOL; EOL.CV.BA.030793-9.01;Centrais Eólicas Pelourinho S/A;12048031000100;48500001297202100;;07/06/2021; Multa;37382,59;17/06/2021;;;;;;;;;1110/2022-SFG;30/03/2022; Multa do Grupo III (REN 846/2019) Art. 11;0101/2020-SFG;4,85E+16
01/10/2023;ANEEL;0037/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Amescla-EOL; EOL.CV.BA.032090-0.01;Centrais Eólicas Amescla S/A;19502635000115;48500007365202200;;09/09/2022; Multa;20082,77;;;;;;;;;;1220/2022-SFG;01/12/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0025/2022-SFG;4,85E+16
01/10/2023;AGERGS;0038/2021-AGERGS-SFG;29/04/2021;1.02.15 - Demais Obrigações Normativas; Verace 31-EOL; EOL.CV.RS.031558-3.01;Eólica Hermenegildo II S/A;19660985000100;000727-39.00/21-5;;29/04/2021; Multa;13212,93;10/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0042/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0014/2020-AGERGS-SFG;000751-39.00/18-4
01/10/2023;ANEEL;0038/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Serra do Espinhaço-EOL; EOL.CV.BA.030802-1.01;Centrais Eólicas Serra do Espinhaço S/A;12049958000156;48500001465202100;;07/06/2021; Multa;32456,51;;;;;;;;;;1163/2022-SFG;02/09/2022; Multa do Grupo III (REN 846/2019) Art. 11;0102/2020-SFG;4,85E+16
01/10/2023;ANEEL;0038/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Angelim-EOL; EOL.CV.BA.032091-9.01;Centrais Eólicas Angelim S/A;19502690000105;48500001508201500;4,85E+16;09/09/2022; Multa;32132,42;;;;;;;;;;1196/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0026/2022-SFG;4,85E+16
01/10/2023;AGERGS;0039/2021-AGERGS-SFG;29/04/2021;1.02.15 - Demais Obrigações Normativas; Verace 34-EOL; EOL.CV.RS.031601-6.01;Eólica Hermenegildo III S/A;19660995000145;000728-39.00/21-8;;29/04/2021; Multa;20625,06;10/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0043/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0015/2020-AGERGS-SFG;000753-39.00/18-0
01/10/2023;ANEEL;0039/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Espigão-EOL; EOL.CV.BA.030803-0.01;Centrais Eólicas Espigão S/A;11197321000144;48500001298202100;;07/06/2021; Multa;18090,75;17/06/2021;;;;;;;;;1111/2022-SFG;30/03/2022; Multa do Grupo III (REN 846/2019) Art. 11;0103/2020-SFG;4,85E+16
01/10/2023;ANEEL;0039/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Barbatimão-EOL; EOL.CV.BA.032093-5.01;Centrais Eólicas Barbatimão S/A;19502908000121;48500000046201700;4,85E+16;09/09/2022; Multa;24099,32;;;;;;;;;;1197/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0027/2022-SFG;4,85E+16
01/10/2023;AGERGS;0040/2021-AGERGS-SFG;29/04/2021;1.02.15 - Demais Obrigações Normativas; Verace 35-EOL; EOL.CV.RS.031539-7.01;Eólica Hermenegildo III S/A;19660995000145;000729-39.00/21-0;;29/04/2021; Multa;17724,66;10/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0044/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0019/2020-AGERGS-SFG;000754-39.00/18-2
01/10/2023;ANEEL;0040/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Borgo-EOL; EOL.CV.BA.030837-4.01;Centrais Eólicas Borgo S/A;12041341000194;48500001308202100;;07/06/2021; Multa;31332,6;17/06/2021;;;;;;;;;1112/2022-SFG;30/03/2022; Multa do Grupo III (REN 846/2019) Art. 11;0104/2020-SFG;4,85E+16
01/10/2023;ANEEL;0040/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Cedro-EOL; EOL.CV.BA.032098-6.01;Centrais Eólicas Cedro S/A;17330840000115;48500000077201700;4,85E+16;09/09/2022; Multa;17851,35;;;;;;;;;;1198/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0028/2022-SFG;4,85E+16
01/10/2023;AGERGS;0041/2021-AGERGS-SFG;29/04/2021;1.02.15 - Demais Obrigações Normativas; Chuí 09-EOL; EOL.CV.RS.031517-6.01;Eólica Chuí IX S/A;19661005000193;000731-39.00/21-0;;29/04/2021; Multa;23847,72;10/05/2021;23/09/2021;Recurso acatado parcialmente;;;;;;;0046/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0016/2020-AGERGS-SFG;000737-39.00/18-7
01/10/2023;ANEEL;0041/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Campo Formoso I-EOL; EOL.CV.BA.030943-5.01;Campo Formoso I Energias Renováveis S/A;17613280000106;48500001395202100;4,85E+16;02/06/2021; Multa;52919,51;11/06/2021;;;;;;Decisão anterior mantida;4,8575E+16;52919,51;1090/2021-SFG;22/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0007/2021-SFG;4,85E+16
01/10/2023;ANEEL;0041/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Facheio-EOL; EOL.CV.BA.032101-0.01;Centrais Eólicas Facheio S/A;18559964000130;48500000109201700;4,85E+16;09/09/2022; Multa;24545,6;;;;;;;;;;1199/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0029/2022-SFG;4,85E+16
01/10/2023;AGERGS;0042/2021-AGERGS-SFG;29/04/2021;1.02.15 - Demais Obrigações Normativas; Verace 36-EOL; EOL.CV.RS.031610-5.01;Eólica Hermenegildo III S/A;19660995000145;000730-39.00/21-8;;30/04/2021; Multa;29326,25;10/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0045/2021-AGERGS-SFG;15/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0021/2020-AGERGS-SFG;000755-39.00/18-5
01/10/2023;ANEEL;0042/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos da Andorinha-EOL; EOL.CV.BA.030944-3.01;Andorinha Energias Renovaveis S/A;17613512000126;48500001394202100;;02/06/2021; Multa;56839,04;11/06/2021;;;;;;Decisão anterior mantida;4,8575E+16;56839,04;1091/2021-SFG;22/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0008/2021-SFG;4,85E+16
01/10/2023;ANEEL;0042/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Imburana Macho-EOL; EOL.CV.BA.032102-8.01;Centrais Eólicas Imburana Macho S/A;19502538000122;48500001497201500;4,85E+16;09/09/2022; Multa;24099,32;;;;;;;;;;1194/2022-SFG;06/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0030/2022-SFG;4,85E+16
01/10/2023;AGERGS;0043/2021-AGERGS-SFG;01/06/2021;1.02.05 - Procedimento Segurança de Barragens; Boa Fé-PCH; PCH.PH.RS.029063-7.01;Boa Fé Energética S/A;7647780000105;000773-39.00/21-3;;01/06/2021; Multa;108232,93;11/06/2021;25/02/2022;Documento cancelado por vício;;0;;;;;0009/2022-AGERGS-SFG;02/03/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0002/2021-AGERGS-SFG;002381-39.00/14-9
01/10/2023;ANEEL;0043/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Morrinhos-EOL; EOL.CV.BA.030945-1.01;MORRINHOS Energias Renovaveis S/A - MORRINHOS;17613286000183;48500001393202100;;02/06/2021; Multa;54207,18;11/06/2021;;;;;;Decisão anterior mantida;4,8575E+16;54207,18;1092/2021-SFG;22/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0009/2021-SFG;4,85E+16
01/10/2023;ANEEL;0043/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Jataí-EOL; EOL.CV.BA.032104-4.01;Centrais Eólicas Jataí S/A;18560347000154;48500000103201700;4,85E+16;09/09/2022; Multa;24099,32;;;;;;;;;;1200/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0031/2022-SFG;4,85E+16
01/10/2023;AGERGS;0044/2021-AGERGS-SFG;01/06/2021;1.02.05 - Procedimento Segurança de Barragens; Criúva-PCH; PCH.PH.RS.029002-5.01;Criúva Energética S/A;7094315000194;000853-39.00/21-8;;04/06/2021; Multa;124693,54;11/06/2021;07/02/2022;Documento cancelado por vício;;0;;;;;0004/2022-AGERGS-SFG;08/02/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0045/2020-AGERGS-SFG;000374-39.00/14-0
01/10/2023;ANEEL;0044/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos do Sertão-EOL; EOL.CV.BA.030946-0.01;Sertão Energias Renováveis S/A;17613432000170;48500001392202100;;02/06/2021; Multa;49414,59;11/06/2021;;;;;;Decisão anterior mantida;4,8575E+16;49414,59;1094/2021-SFG;22/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0010/2021-SFG;4,85E+16
01/10/2023;ANEEL;0044/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Juazeiro-EOL; EOL.CV.BA.032106-0.01;Centrais Eólicas Juazeiro S/A;19502341000193;48500001501201500;4,85E+16;09/09/2022; Multa;28115,87;;;;;;;;;;1201/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0032/2022-SFG;4,85E+16
01/10/2023;AGERGS;0045/2021-AGERGS-SFG;04/06/2021;1.02.05 - Procedimento Segurança de Barragens; Palanquinho-PCH; PCH.PH.RS.029001-7.01;Serrana Energética S/A;7094597000120;000857-39.00/21-9;;04/06/2021; Multa;120445,64;11/06/2021;18/02/2022;Documento cancelado por vício;;0;;;;;0008/2022-AGERGS-SFG;21/02/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0001/2021-AGERGS-SFG;000375-39.00/14-3
01/10/2023;ANEEL;0045/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Campo Formoso II-EOL; EOL.CV.BA.031010-7.01;Campo Formoso II Energias Renováveis S/A;17613629000100;48500001391202100;;02/06/2021; Multa;56303,31;11/06/2021;;;;;;Decisão anterior mantida;4,8575E+16;56303,31;1095/2021-SFG;23/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0011/2021-SFG;4,85E+16
01/10/2023;ANEEL;0045/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Manineiro-EOL; EOL.CV.BA.032245-8.01;Centrais Eólicas Manineiro S/A;18560162000140;48500001902201500;4,85E+16;09/09/2022; Multa;21421,62;;;;;;;;;;1202/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0033/2022-SFG;4,85E+16
01/10/2023;AGERGS;0046/2021-AGERGS-SFG;28/06/2021;1.02.05 - Procedimento Segurança de Barragens; Canastra-UHE; UHE.PH.RS.000635-1.01;Cia. Estadual de Transmissão de Energia Elétrica - Ceee-T - CEEE-T;92715812000131;000883-39.00/21-3;;30/06/2021; Multa;111311,23;;;;;;;;;;0006/2022-AGERGS-SFG;10/02/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0006/2021-AGERGS-SFG;000139-39.00/11-6
01/10/2023;ANEEL;0046/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana II-EOL; EOL.CV.PI.031361-0.01;Ventos de Santa Joana II Energias Renováveis S/A;19023213000167;48500001390202100;;07/06/2021; Multa;43098,29;;;;;;;;;;1096/2021-SFG;29/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0105/2020-SFG;4,85E+16
01/10/2023;ANEEL;0046/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Pau D'Água-EOL; EOL.CV.BA.032246-6.01;Centrais Eólicas Pau D'água S/A;17250513000153;48500001903201500;4,85E+16;09/09/2022; Multa;26777,02;;;;;;;;;;1203/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0034/2022-SFG;4,85E+16
01/10/2023;AGERGS;0047/2021-AGERGS-SFG;08/07/2021;1.02.05 - Procedimento Segurança de Barragens; Bugres-UHE; UHE.PH.RS.000324-7.01;Cia. Estadual de Geração de Energia Elétrica - Ceee-G - CEEE-G;39881421000104;000920-39.00/21-2;;09/07/2021; Multa;53336,63;;;;;;;;;;0007/2022-AGERGS-SFG;10/02/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0007/2021-AGERGS-SFG;000150-39.00/11-5
01/10/2023;ANEEL;0047/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santo Onofre II-EOL; EOL.CV.PI.031362-9.01;Ventos de Santo Onofre II Energias Renováveis S/A;19022974000102;48500001389202100;;07/06/2021; Multa;48457,01;;;;;;;;;;1097/2021-SFG;29/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0106/2020-SFG;4,85E+16
01/10/2023;ANEEL;0047/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Sabiu-EOL; EOL.CV.BA.032108-7.01;Centrais Eólicas Sabiu S/A;17305829000103;48500001905201500;4,85E+16;09/09/2022; Multa;20082,77;;;;;;;;;;1204/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0035/2022-SFG;4,85E+16
01/10/2023;AGERGS;0048/2021-AGERGS-SFG;28/07/2021;1.02.05 - Procedimento Segurança de Barragens; Passo do Meio-PCH; PCH.PH.RS.001999-2.01;Energética Campos de Cima da Serra Ltda.;4452459000187;000941-39.00/21-9;;28/07/2021; Multa;124582,92;09/08/2021;18/03/2022;Decisão anterior mantida;;124582,92;30/03/2022;Decisão anterior mantida;;124582,92;0011/2022-AGERGS-SFG;26/04/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0003/2021-AGERGS-SFG;000639-39.00/20-6
01/10/2023;ANEEL;0048/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santo Onofre I-EOL; EOL.CV.PI.031364-5.01;Ventos de Santo Onofre I Energias Renováveis S/A;19022138000110;48500001388202100;;07/06/2021; Multa;47801,58;;;;;;;;;;1098/2021-SFG;30/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0107/2020-SFG;4,85E+16
01/10/2023;ANEEL;0048/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; São Salvador-EOL; EOL.CV.BA.031120-0.01;Centrais Eólicas São Salvador S/A;11197380000112;48500006720201300;4,85E+16;09/09/2022; Multa;28115,87;;;;;;;;;;1205/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0036/2022-SFG;4,85E+16
01/10/2023;AGERGS;0049/2021-AGERGS-SFG;23/12/2021;1.02.15 - Demais Obrigações Normativas; Bugres-UHE / Canastra-UHE / Capigui-PCH / Ernestina-PCH / Forquilha-PCH / Guarita-PCH / Herval-PCH / Ijuizinho-PCH / Itaúba-UHE / Jacuí-UHE / Passo do Inferno-PCH / Passo Real-UHE / Santa Rosa-PCH; PCH.PH.RS.000654-8.01 / PCH.PH.RS.000898-2.01 / PCH.PH.RS.000976-8.01 / PCH.PH.RS.001076-6.01 / PCH.PH.RS.001085-5.01 / PCH.PH.RS.001998-4.01 / PCH.PH.RS.026730-9.01 / PCH.PH.RS.027405-4.01 / UHE.PH.RS.000324-7.01 / UHE.PH.RS.000635-1.01 / UHE.PH.RS.001217-3.01 / UHE.PH.RS.002003-6.01 / UHE.PH.RS.027019-9.01;Cia. Estadual de Geração de Energia Elétrica - Ceee-G - CEEE-G;39881421000104;001156-39.00/21-6;;23/12/2021; Multa;970463,48;12/01/2022;;;;;;;;;;; Multa do Grupo II (REN 846/2019) Art. 10;0010/2021-AGERGS-SFG;000906-39.00/21-5
01/10/2023;ANEEL;0049/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana VIII-EOL; EOL.CV.PI.031366-1.01;Ventos de Santa Joana VIII Energias Renováveis S/A;19022356000154;48500001387202100;;02/06/2021; Multa;46606,54;;;;;;;;;;1099/2021-SFG;30/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0108/2020-SFG;4,85E+16
01/10/2023;ANEEL;0049/2022-SFG;08/09/2022;1.01.02 - Procedimento da Fase Obras; Umbuzeiro-EOL; EOL.CV.BA.032111-7.01;Centrais Eólicas Umbuzeiro S/A;18560273000156;48500001510201500;4,85E+16;09/09/2022; Multa;28115,87;;;;;;;;;;1206/2022-SFG;14/10/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0037/2022-SFG;4,85E+16
01/10/2023;ANEEL;0050/2021-SFG;31/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana VI-EOL; EOL.CV.PI.031367-0.01;Ventos de Santa Joana VI Energias Renováveis S/A;19022818000133;48500001386202100;;02/06/2021; Multa;45117,58;;;;;;;;;;1100/2021-SFG;30/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0109/2020-SFG;4,85E+16
