Cep Inicial|Cep Final|Bairro|Cidade|Estado
71735513|71735513|Setor de Mansões Park Way|Brasília|DF
71736101|71736101|Setor de Indústrias Bernardo Sayão (Núcleo Bandeir|Brasília|DF
71740031|71740040|Setor de Mansões Park Way|Brasília|DF
71751550|71751550|Núcleo Rural Vargem Bonita (Núcleo Bandeirante)|Brasília|DF
71761215|71761215|Setor de Chácaras Córrego da Onça (Núcleo Bandeira|Brasília|DF
71825424|71825424|Riacho Fundo I|Brasília|DF
71881138|71884640|Riacho Fundo II|Brasília|DF
71901220|71901220|Norte (Águas Claras)|Brasília|DF
71965185|71973365|Areal (Águas Claras)|Brasília|DF
71991720|71991720|Área de Desenvolvimento Econômico (Águas Claras)|Brasília|DF
71993060|71993060|Setor Habitacional Arniqueira (Águas Claras)|Brasília|DF
72001845|72002355|Setor Habitacional Samambaia (Vicente Pires)|Brasília|DF
72006296|72006296|Setor Habitacional Vicente Pires|Brasília|DF
72010120|72010120|Taguatinga Centro (Taguatinga)|Brasília|DF
72015120|72017335|Taguatinga Sul (Taguatinga)|Brasília|DF
72140460|72160806|Taguatinga Norte (Taguatinga)|Brasília|DF
72210311|72225588|Ceilândia Norte (Ceilândia)|Brasília|DF
72230514|72230514|Ceilândia Sul (Ceilândia)|Brasília|DF
72241574|72275160|Ceilândia Norte (Ceilândia)|Brasília|DF
72302108|72315536|Samambaia Sul (Samambaia)|Brasília|DF
72316001|72341000|Samambaia Norte (Samambaia)|Brasília|DF
72405135|72405135|Setor Central (Gama)|Brasília|DF
72415205|72415503|Setor Sul (Gama)|Brasília|DF
72500406|72544410|Santa Maria|Brasília|DF
72579230|72579230|Condomínio Chácaras Ana Maria (Santa Maria)|Brasília|DF
72600314|72669301|Recanto das Emas|Brasília|DF
72715015|72715015|Setor Sul (Brazlândia)|Brasília|DF
72736000|72736000|Vila São José (Brazlândia)|Brasília|DF
72812150|72812150|Rosário|Luziânia|GO
72812565|72812565|SHIS|Luziânia|GO
72816220|72816220|Jardim Luzília|Luziânia|GO
72821480|72821510|Parque Estrela Dalva IV|Luziânia|GO
72823568|72823568|Parque Paulistano Gleba A|Luziânia|GO
72830210|72830210|Parque Estrela Dalva VII|Luziânia|GO
72833506|72833661|Parque Desportivo Brasília (Roosevelt)|Luziânia|GO
72851355|72851355|Parque Nova Iguaçu|Luziânia|GO
72851610|72851640|Jardim Planalto|Luziânia|GO
72853133|72853390|Parque Estrela Dalva IX|Luziânia|GO
72856550|72856726|Parque Estrela Dalva X|Luziânia|GO
72860006|72860054|Núcleo Habitacional Novo Gama|Novo Gama|GO
72860582|72860582|Parque Estrela Dalva VI (Pedregal)|Novo Gama|GO
72861103|72861103|Chácaras Araguaia|Novo Gama|GO
72862619|72862619|Loteamento Lunabel 3C|Novo Gama|GO
72865148|72865148|Jardim Lago Azul|Novo Gama|GO
72865310|72865310|Jardim Tropical|Novo Gama|GO
72870040|72870040|Parque Rio Branco|Valparaíso de Goiás|GO
72870630|72870630|Cruzeiro do Sul|Valparaíso de Goiás|GO
72871101|72871101|Jardim Céu Azul|Valparaíso de Goiás|GO
72871655|72871655|Setor de Chácaras Anhangüera C|Valparaíso de Goiás|GO
72872368|72872368|Pacaembu|Valparaíso de Goiás|GO
72876108|72876108|Valparaiso I - Etapa B|Valparaíso de Goiás|GO
72880730|72880730|Centro|Cidade Ocidental|GO
72883331|72883382|Morada das Garças|Cidade Ocidental|GO
72890141|72890141|Residencial Villa Suiça|Cidade Ocidental|GO
72897332|72897332|Alphaville Brasília|Cidade Ocidental|GO
72899970|72899970|Centro|Jardim ABC de Goiás (Cidade Ocidental)|GO
72900462|72900462|Centro|Santo Antônio do Descoberto|GO
72902230|72902230|Jardim Ana Beatriz I|Santo Antônio do Descoberto|GO
72902464|72902464|Parque Estrela Dalva XVI|Santo Antônio do Descoberto|GO
72903006|72903062|Parque Estrela Dalva XVII|Santo Antônio do Descoberto|GO
72911226|72911226|Parque da Barragem Setor 01|Águas Lindas de Goiás|GO
72912421|72912421|Jardim Guaíra II|Águas Lindas de Goiás|GO
72915286|72915286|Jardim dos Pinheiros|Águas Lindas de Goiás|GO
72917260|72917260|Condomínio Residencial Embaixador|Águas Lindas de Goiás|GO
72920070|72920070|Jardim da Barragem I|Águas Lindas de Goiás|GO
72920100|72920100|Jardim da Barragem II|Águas Lindas de Goiás|GO
72920376|72920376|Jardim da Barragem IV|Águas Lindas de Goiás|GO
72925768|72925768|Parque da Barragem Setor 16|Águas Lindas de Goiás|GO
72927800|72927800|Recanto da Barragem|Águas Lindas de Goiás|GO
73015306|73050608|Sobradinho|Brasília|DF
73092911|73092911|Setor Habitacional Contagem (Sobradinho)|Brasília|DF
73130900|73130900|Alto da Boa Vista (Sobradinho)|Brasília|DF
73270435|73270435|Nova Colina (Sobradinho)|Brasília|DF
73307992|73307992|-|Brasília|DF
73330042|73330042|Setor Tradicional (Planaltina)|Brasília|DF
73340531|73340612|Jardim Roriz (Planaltina)|Brasília|DF
73358750|73360407|Setor Residencial Leste (Planaltina)|Brasília|DF
73366773|73366773|Portal do Amanhecer III (Planaltina)|Brasília|DF
73370056|73370056|Vale do Amanhecer (Planaltina)|Brasília|DF
73380750|73380750|Setor Residencial Mestre D'Armas (Planaltina)|Brasília|DF
73401427|73401427|Estância Mestre D'Armas IV (Planaltina)|Brasília|DF
73401821|73401821|Estância Mestre D'Armas II (Planaltina)|Brasília|DF
73750089|73750089|Setor Oeste|Planaltina|GO
73752093|73752162|Setor Leste|Planaltina|GO
73752419|73752419|Santa Rita|Planaltina|GO
73754031|73754041|Itapuã I|Planaltina|GO
73755012|73755012|Jardim Paquetá I|Planaltina|GO
73756048|73756048|Jardim das Paineiras|Planaltina|GO
73802451|73802451|Setor Sul|Formosa|GO
73808765|73808765|Setor Bela Vista|Formosa|GO
73813880|73813880|Parque Lago|Formosa|GO
73815200|73815200|Parque São Francisco|Formosa|GO
74045060|74050100|Setor Central|Goiânia|GO
74063420|74063420|Setor Norte Ferroviário|Goiânia|GO
74093200|74093200|Setor Sul|Goiânia|GO
74210090|74210090|Setor Bueno|Goiânia|GO
74265020|74265020|Jardim América|Goiânia|GO
74310320|74310320|Vila Bela|Goiânia|GO
74330045|74330400|Jardim Europa|Goiânia|GO
74350390|74350835|Setor Faiçalville|Goiânia|GO
74354020|74354020|Setor Garavelo|Goiânia|GO
74354300|74354300|Setor Grajaú|Goiânia|GO
74356667|74356667|Residencial Real Conquista|Goiânia|GO
74360350|74360350|Jardim Vila Boa|Goiânia|GO
74369110|74369110|Jardins Madri|Goiânia|GO
74371106|74371106|Residencial Talismã|Goiânia|GO
74371420|74371420|Moinho dos Ventos|Goiânia|GO
74375670|74375670|Parque Oeste Industrial|Goiânia|GO
74390700|74390700|Cidade Jardim|Goiânia|GO
74392040|74392040|Jardim Eli Forte|Goiânia|GO
74393200|74393200|Recreio do Funcionário Público|Goiânia|GO
74393404|74393404|Parque Santa Rita|Goiânia|GO
74395740|74395740|Residencial Santa Fé I|Goiânia|GO
74403140|74403140|Setor Castelo Branco|Goiânia|GO
74420160|74420160|Industrial Mooca|Goiânia|GO
74425122|74425122|Vila Santo Afonso|Goiânia|GO
74433240|74433240|Esplanada do Anicuns|Goiânia|GO
74450380|74450380|Capuava|Goiânia|GO
74455015|74455015|São Francisco|Goiânia|GO
74461220|74461220|Jardim Clarissa|Goiânia|GO
74463410|74463520|Setor Santos Dumont|Goiânia|GO
74470549|74470549|Residencial Solar Ville|Goiânia|GO
74474316|74474325|Residencial Recanto do Bosque|Goiânia|GO
74477132|74477158|Floresta|Goiânia|GO
74477239|74477239|Conjunto Primavera|Goiânia|GO
74477718|74477718|Fazenda São Domingos - Conjunto Residencial Terra |Goiânia|GO
74480010|74480010|Vila Mutirão II|Goiânia|GO
74482510|74482510|Conjunto Residencial Costa Verde|Goiânia|GO
74483150|74483450|Parque Industrial João Braz|Goiânia|GO
74484010|74484010|Araguaia Park|Goiânia|GO
74485570|74485570|Jardim Mirabel|Goiânia|GO
74485695|74485700|Setor Maysa Extensão|Goiânia|GO
74486470|74486470|Condomínio Residencial Santa Rita|Goiânia|GO
74490275|74490275|Parque Eldorado Oeste|Goiânia|GO
74490430|74490430|Conjunto Vera Cruz|Goiânia|GO
74491513|74491513|Residencial Jardins do Cerrado 4|Goiânia|GO
74491709|74491709|Residencial Jardins do Cerrado 10|Goiânia|GO
74493230|74493230|Conjunto Vera Cruz|Goiânia|GO
74553490|74553490|Vila Vera Cruz|Goiânia|GO
74565210|74565210|Setor Urias Magalhães|Goiânia|GO
74583510|74583510|Residencial Recreio Panorama Extensão|Goiânia|GO
74583760|74583760|Jardim Gramado|Goiânia|GO
74595264|74595264|Parque das Flores|Goiânia|GO
74610171|74610171|Setor Leste Universitário|Goiânia|GO
74633375|74633375|Vila Colemar Natal e Silva|Goiânia|GO
74655195|74655195|Vila Fróes|Goiânia|GO
74663260|74665110|Setor Goiânia 2|Goiânia|GO
74675360|74675360|Jardim Guanabara|Goiânia|GO
74680015|74680015|Residencial Aldeia do Vale|Goiânia|GO
74691285|74691285|Sítios de Recreio Mansões do Campus|Goiânia|GO
74691550|74691550|Condomínio Parque dos Cisnes|Goiânia|GO
74740230|74740230|Conjunto Residencial Aruanã I|Goiânia|GO
74740590|74740590|Jardim Brasil|Goiânia|GO
74770010|74770010|Vila Pedroso|Goiânia|GO
74783201|74783201|Chácaras Ipanema|Goiânia|GO
74805580|74805580|Jardim Goiás - Área I|Goiânia|GO
74810095|74810095|Jardim Goiás|Goiânia|GO
74815130|74815130|Vila Alto da Glória|Goiânia|GO
74820025|74825010|Setor Pedro Ludovico|Goiânia|GO
74845330|74850040|Vila Redenção|Goiânia|GO
74870251|74870251|Chácara do Governador|Goiânia|GO
74885780|74885780|Jardins Milão|Goiânia|GO
74888040|74888040|Residencial Recanto dos Buritis|Goiânia|GO
74890260|74890260|Parque Atheneu|Goiânia|GO
74910790|74910790|Villasul|Aparecida de Goiânia|GO
74919230|74919230|Jardim Bonança|Aparecida de Goiânia|GO
74919353|74919353|Jardim Transbrasiliano|Aparecida de Goiânia|GO
74919371|74919371|Vila Maria|Aparecida de Goiânia|GO
74921198|74921198|Parque Trindade|Aparecida de Goiânia|GO
74923005|74923005|Conjunto Mabel|Aparecida de Goiânia|GO
74923051|74923051|Chácaras São Pedro|Aparecida de Goiânia|GO
74936090|74936090|Cidade Vera Cruz|Aparecida de Goiânia|GO
74940200|74940200|Itapoã|Aparecida de Goiânia|GO
74942050|74944020|Jardim Buriti Sereno|Aparecida de Goiânia|GO
74945270|74945270|Goiânia Park Sul|Aparecida de Goiânia|GO
74946630|74946630|Residencial Norte Sul|Aparecida de Goiânia|GO
74959228|74959228|Parque Hayala|Aparecida de Goiânia|GO
74965340|74965340|Jardim São Conrado|Aparecida de Goiânia|GO
74966020|74966020|Independência - 3º Complemento|Aparecida de Goiânia|GO
74967480|74967480|Independência - 2º Complemento|Aparecida de Goiânia|GO
74982220|74982220|Jardim Cristal|Aparecida de Goiânia|GO
74983620|74983620|Parque Karajá|Aparecida de Goiânia|GO
74983719|74983719|Setor Pampulha|Aparecida de Goiânia|GO
74988175|74988175|Parque Montreal|Aparecida de Goiânia|GO
74988808|74988808|Real Grandeza - 2ª Etapa|Aparecida de Goiânia|GO
74990430|74990430|Rosa dos Ventos|Aparecida de Goiânia|GO
75044040|75044040|Frei Eustáquio|Anápolis|GO
75054773|75054773|Residencial Aldeia dos Sonhos|Anápolis|GO
75063320|75063320|Conjunto Mirage|Anápolis|GO
75074230|75074230|Recanto do Sol|Anápolis|GO
75075360|75075360|Boa Vista|Anápolis|GO
75084140|75084140|São Carlos|Anápolis|GO
75085697|75085697|Residencial Vale do Sol|Anápolis|GO
75090130|75090130|Gran Ville|Anápolis|GO
75090575|75090575|Jardim Primavera 2ª Etapa|Anápolis|GO
75091295|75091295|Residencial Santo Antônio|Anápolis|GO
75095390|75095390|Parque Residencial Ander|Anápolis|GO
75095630|75095630|Lourdes|Anápolis|GO
75096686|75096686|Vila dos Sargentos|Anápolis|GO
75101430|75101430|Setor Summerville|Anápolis|GO
75110430|75110430|Jundiaí|Anápolis|GO
75114350|75114350|JK Parque Industrial Nova Capital|Anápolis|GO
75132120|75132120|Distrito Agroindustrial de Anápolis|Anápolis|GO
75133858|75133858|Residencial Cidade Industrial|Anápolis|GO
75140615|75140615|Parque Michel|Anápolis|GO
75143100|75143100|Jardim Nações Unidas|Anápolis|GO
75143260|75143300|Jardim Santana|Anápolis|GO
75513070|75513070|Jardim Liberdade|Itumbiara|GO
75513564|75513564|Residencial Morada do Sol|Itumbiara|GO
75515305|75515305|Setor Santa Rita|Itumbiara|GO
75522190|75522190|Setor Nova Aurora|Itumbiara|GO
75526180|75526180|Setor Paranaíba|Itumbiara|GO
75532040|75532040|Setor Novo Horizonte|Itumbiara|GO
75533460|75533460|Vila Vitória|Itumbiara|GO
75535030|75535030|Setor Dona Marolina|Itumbiara|GO
75711610|75711610|Loteamento Jardim Paraíso|Catalão|GO
75712360|75712360|Monsenhor Souza|Catalão|GO
75800047|75800047|Centro|Jataí|GO
75800095|75800095|Vila Santa Maria|Jataí|GO
75802202|75802202|Setor Industrial|Jataí|GO
75804333|75804333|Setor José Bento|Jataí|GO
75805025|75805025|Setor Aeroporto|Jataí|GO
75805735|75805735|Residencial Portal do Sol - 1ª Etapa|Jataí|GO
75806170|75806170|Santa Terezinha|Jataí|GO
75807130|75807130|Vila das Palmeiras|Jataí|GO
75807250|75807250|Setor Jacutinga|Jataí|GO
75900067|75900067|Jardim América Prolongamento A|Rio Verde|GO
75901515|75901515|Vila Morais|Rio Verde|GO
75902639|75902639|Vila Rosalina|Rio Verde|GO
75905313|75905313|Vila Maria|Rio Verde|GO
75906140|75906140|Vila Amália|Rio Verde|GO
75906346|75906346|Maristela|Rio Verde|GO
75906427|75906427|Vila Baylão|Rio Verde|GO
75906488|75906488|Jardim Bela Vista|Rio Verde|GO
75909575|75909575|Residencial Parque dos Ipês|Rio Verde|GO
75909812|75909812|Residencial Solar dos Ataídes 1ª Etapa|Rio Verde|GO
75910036|75910036|Residencial Veneza|Rio Verde|GO
75913010|75913010|Vila Miafiori|Rio Verde|GO
75930000|75930000|-|Maurilândia|GO
75960970|75960970|Setor Central|Acreúna|GO
76670000|76670000|-|Heitoraí|GO
76801322|76801322|Olaria|Porto Velho|RO
76801683|76801683|São Sebastião|Porto Velho|RO
76803488|76803488|Costa e Silva|Porto Velho|RO
76803812|76803812|São João Bosco|Porto Velho|RO
76804412|76804412|Mato Grosso|Porto Velho|RO
76805728|76805728|Triângulo|Porto Velho|RO
76807448|76807448|Nova Floresta|Porto Velho|RO
76808122|76808204|Caladinho|Porto Velho|RO
76811298|76811606|Castanheira|Porto Velho|RO
76812050|76812050|Lagoa|Porto Velho|RO
76812370|76812899|Três Marias|Porto Velho|RO
76820136|76820148|Nova Porto Velho|Porto Velho|RO
76820486|76820486|Flodoaldo Pontes Pinto|Porto Velho|RO
76824356|76824356|Igarapé|Porto Velho|RO
76829386|76829386|Juscelino Kubitschek|Porto Velho|RO
76870134|76870134|Setor 01|Ariquemes|RO
76870232|76870232|Áreas Especiais|Ariquemes|RO
76873642|76873642|Setor 06|Ariquemes|RO
76873782|76873782|Setor 11|Ariquemes|RO
76874050|76874050|Rota do Sol|Ariquemes|RO
76875504|76875504|Residencial Alvorada|Ariquemes|RO
76875774|76875774|Coqueiral|Ariquemes|RO
76875797|76875797|Parque das Gemas|Ariquemes|RO
76876104|76876104|Setor 10|Ariquemes|RO
76876224|76876224|Setor 09|Ariquemes|RO
76876556|76876556|Jardim Jorge Teixeira|Ariquemes|RO
76898971|76898971|Centro|Governador Jorge Teixeira|RO
76900024|76900024|Centro|Ji-Paraná|RO
76900781|76900781|Jardim dos Migrantes|Ji-Paraná|RO
76901418|76901418|Copas Verdes|Ji-Paraná|RO
76908414|76908414|Nova Brasília|Ji-Paraná|RO
76909818|76909818|Nossa Senhora de Fátima|Ji-Paraná|RO
76914774|76914774|Primavera|Ji-Paraná|RO
76956000|76956000|-|Novo Horizonte do Oeste|RO
76960246|76960246|Jardim Itália I|Cacoal|RO
76963716|76963818|Centro|Cacoal|RO
76967489|76967489|Liberdade|Cacoal|RO
77001360|77006244|Plano Diretor Norte|Palmas|TO
77015312|77024720|Plano Diretor Sul|Palmas|TO
77026020|77026020|Graciosa - Orla 14|Palmas|TO
77060758|77060758|Jardim Paulista (Taquaralto)|Palmas|TO
77064750|77064750|Setor Sol Nascente (Taquaralto)|Palmas|TO
77413400|77413400|Jardim das Palmeiras|Gurupi|TO
77413460|77413460|Vila Iris|Gurupi|TO
77413810|77413810|Setor União V|Gurupi|TO
77415570|77415570|Parque Residencial Nova Fronteira|Gurupi|TO
77420290|77420290|Shangri-Lá|Gurupi|TO
77423430|77423430|Waldir Lins II|Gurupi|TO
77426048|77426048|Residencial Park dos Buritis|Gurupi|TO
77753000|77753000|-|Juarina|TO
77807085|77807090|São João|Araguaína|TO
77815290|77815730|Loteamento Nova Araguaína|Araguaína|TO
77817375|77817375|Loteamento Martins Jorge|Araguaína|TO
77817620|77817620|Loteamento Pampulha|Araguaína|TO
77820080|77820080|Jardim dos Ipês I|Araguaína|TO
77823375|77823375|Loteamento São Francisco|Araguaína|TO
77824816|77824816|Bairro da Cimba|Araguaína|TO
77825190|77825190|Vila Couto Magalhães|Araguaína|TO
77829010|77829120|Loteamento Costa Esmeralda|Araguaína|TO
77980000|77980000|-|Sampaio|TO
78025554|78025554|Capão do Gama|Cuiabá|MT
78030120|78030120|Jardim Primavera|Cuiabá|MT
78040300|78040300|Santa Rosa|Cuiabá|MT
78043914|78043914|Duque de Caxias I|Cuiabá|MT
78045370|78045370|Popular|Cuiabá|MT
78050080|78050080|Bosque da Saúde|Cuiabá|MT
78050184|78050184|Bosque da Saúde II|Cuiabá|MT
78050513|78050513|Bela Vista|Cuiabá|MT
78050879|78050879|Campo Verde|Cuiabá|MT
78052090|78052090|Doutor Fábio Leite|Cuiabá|MT
78055454|78055454|CPA II|Cuiabá|MT
78055700|78055700|Ouro Fino|Cuiabá|MT
78058295|78058295|CPA IV|Cuiabá|MT
78058472|78058472|CPA III|Cuiabá|MT
78058671|78058671|Jardim Novo Horizonte|Cuiabá|MT
78060055|78060055|Jardim Leblon|Cuiabá|MT
78061316|78061316|Loteamento Alphaville Cuiabá|Cuiabá|MT
78065340|78065340|Jardim Paulista|Cuiabá|MT
78070600|78070600|Praeirinho|Cuiabá|MT
78080570|78080570|São José|Cuiabá|MT
78089724|78089724|Santa Terezinha (2ª Etapa)|Cuiabá|MT
78090818|78090818|Cohab São Gonçalo|Cuiabá|MT
78093392|78093392|São João Del Rey|Cuiabá|MT
78093565|78093565|Osmar Cabral|Cuiabá|MT
78095030|78095030|Parque Atalaia|Cuiabá|MT
78098525|78098525|Distrito Industrial|Cuiabá|MT
78098542|78098542|Parque Nova Esperança I|Cuiabá|MT
78110434|78110434|Centro Norte|Várzea Grande|MT
78115385|78116130|Ponte Nova|Várzea Grande|MT
78117045|78118476|Cristo Rei|Várzea Grande|MT
78120822|78120822|Parque do Lago|Várzea Grande|MT
78130435|78130663|Ikaray|Várzea Grande|MT
78132878|78132878|Primavera|Várzea Grande|MT
78134146|78134146|Capão do Pequi|Várzea Grande|MT
78140460|78140460|Glória|Várzea Grande|MT
78142021|78142021|Jardim Novo Niterói|Várzea Grande|MT
78152042|78152042|São Matheus|Várzea Grande|MT
78156003|78156003|Nova Ipê|Várzea Grande|MT
78158339|78158378|Jardim dos Estados|Várzea Grande|MT
78192000|78192000|-|Joselândia (Barão de Melgaço)|MT
78483000|78483000|-|Engenho (Acorizal)|MT
78550214|78550214|Setor Comercial|Sinop|MT
78550354|78550354|Setor Residencial Norte|Sinop|MT
78552000|78552000|Jardim das Palmeiras|Sinop|MT
78552337|78552451|Jardim das Oliveiras|Sinop|MT
78554082|78554082|Residencial Daury Riva|Sinop|MT
78555148|78555148|Residencial Delta|Sinop|MT
78556122|78556122|Jardim Paraíso|Sinop|MT
78556620|78556620|Jardim Celeste|Sinop|MT
78557640|78557640|Jardim Jacarandás|Sinop|MT
78559234|78559234|Residencial José Adriano Leitão|Sinop|MT
78559337|78559337|Loteamento Menino Jesus II|Sinop|MT
78559603|78559603|Jardim América|Sinop|MT
78559794|78559794|Residencial Sabrina I|Sinop|MT
78700350|78700350|Centro|Rondonópolis|MT
78700407|78700407|Jardim Cuiabá|Rondonópolis|MT
78700538|78700538|Loteamento Jambalaia II|Rondonópolis|MT
78705450|78705450|Morada do Paraty|Rondonópolis|MT
78705504|78705504|Jardim Belo Horizonte|Rondonópolis|MT
78705871|78705871|Jardim Novo Horizonte|Rondonópolis|MT
78710380|78710380|Loteamento Monte Líbano|Rondonópolis|MT
78714118|78714118|Jardim HD|Rondonópolis|MT
78714240|78714240|Vila Nova|Rondonópolis|MT
78714306|78714306|Jardim Ipê|Rondonópolis|MT
78715190|78715190|Jardim Tropical|Rondonópolis|MT
78715326|78715326|Jardim Mirassol|Rondonópolis|MT
78715472|78715472|Nucleo Habitacional São José III|Rondonópolis|MT
78718010|78718010|Jardim Santa Clara I|Rondonópolis|MT
78720810|78720810|Cidade Natal|Rondonópolis|MT
78721335|78721335|Loteamento Padre Ezequiel Ramim|Rondonópolis|MT
78725645|78725645|Jardim Taiti|Rondonópolis|MT
78736096|78736096|Jardim Bispo Pedro Casaldáliga|Rondonópolis|MT
78740028|78740028|Vila Aurora I|Rondonópolis|MT
78745080|78745080|Jardim Ipanema|Rondonópolis|MT
78745800|78745800|Distrito Industrial|Rondonópolis|MT
78745838|78745838|Residencial Acácias|Rondonópolis|MT
79002052|79002052|Centro|Campo Grande|MS
79005160|79005160|Vila Carvalho|Campo Grande|MS
79008190|79008221|Cabreúva|Campo Grande|MS
79012050|79012050|Conjunto Residencial Octavio Pécora|Campo Grande|MS
79013480|79013480|Conjunto Habitacional Jardim Talismã|Campo Grande|MS
79014060|79015460|Jardim Presidente|Campo Grande|MS
79017061|79017070|Nova Lima|Campo Grande|MS
79018022|79018022|Jardim Colúmbia|Campo Grande|MS
79022095|79022095|Monte Carlo|Campo Grande|MS
79033291|79033291|Mata do Jacinto|Campo Grande|MS
79034006|79035530|Parque dos Novos Estados|Campo Grande|MS
79042150|79042150|Tiradentes|Campo Grande|MS
79044847|79044876|Parque Atlântico|Campo Grande|MS
79046050|79046050|Residencial Damha II|Campo Grande|MS
79051839|79051839|Vila Vilas Boas|Campo Grande|MS
79062320|79062320|Jardim Nossa Senhora do Perpétuo Socorro|Campo Grande|MS
79064376|79064376|Vila Nova Capital|Campo Grande|MS
79065062|79065062|Vila Moreninha II|Campo Grande|MS
79070025|79070025|Jardim Morenão|Campo Grande|MS
79070224|79070224|Universitário|Campo Grande|MS
79071076|79071076|Jardim Colibrí|Campo Grande|MS
79072265|79072265|Jardim Canguru|Campo Grande|MS
79075171|79075171|Jardim Colorado|Campo Grande|MS
79080520|79080520|Vila Marcos Roberto|Campo Grande|MS
79081630|79081630|Jardim Parati|Campo Grande|MS
79081702|79081702|Jardim das Nações|Campo Grande|MS
79082075|79082075|Guanandi II|Campo Grande|MS
79083490|79083840|Jardim Aero Rancho|Campo Grande|MS
79084355|79084355|Conjunto Aero Rancho|Campo Grande|MS
79086300|79086300|Guanandi|Campo Grande|MS
79091246|79091246|Jardim São Conrado|Campo Grande|MS
79091834|79091834|Parque Residencial dos Girassóis|Campo Grande|MS
79093110|79093110|Jardim São Conrado|Campo Grande|MS
79093570|79093600|Jardim Santa Emília|Campo Grande|MS
79097210|79097210|Coophavila II|Campo Grande|MS
79100510|79100510|Santo Antônio|Campo Grande|MS
79102090|79102171|Jardim Petrópolis|Campo Grande|MS
79102461|79102461|Jardim Imá|Campo Grande|MS
79104210|79104210|Vila Nova Campo Grande|Campo Grande|MS
79106020|79106020|Jardim Aeroporto|Campo Grande|MS
79106280|79106280|Jardim Itália|Campo Grande|MS
79112190|79112190|Vila Palmira|Campo Grande|MS
79112350|79112480|Vila Almeida|Campo Grande|MS
79115120|79115120|Coophatrabalho|Campo Grande|MS
79116600|79116600|Vila Santa Luzia|Campo Grande|MS
79117010|79117391|Vila Nasser|Campo Grande|MS
79118151|79118151|São Francisco|Campo Grande|MS
79304902|79304902|Vila Mamona|Corumbá|MS
79310143|79310143|Centro América|Corumbá|MS
79600006|79601900|Centro|Três Lagoas|MS
79620172|79620172|Santa Rita|Três Lagoas|MS
79621323|79621323|Jardim Planalto|Três Lagoas|MS
79622024|79622024|Ipê|Três Lagoas|MS
79630211|79630211|Jardim das Oliveiras|Três Lagoas|MS
79630732|79630732|Jardim Vila Verde|Três Lagoas|MS
79645655|79645655|Jardim das Acácias|Três Lagoas|MS
79814111|79814111|Vila Cachoeirinha|Dourados|MS
79814400|79814400|Jardim Independência|Dourados|MS
79822490|79822490|Jardim das Primaveras|Dourados|MS
79822560|79822560|Altos do Alvorada|Dourados|MS
79823503|79823700|Altos do Indaiá|Dourados|MS
79823732|79823732|Santa Fé|Dourados|MS
79826190|79826190|Cohafaba II Plano|Dourados|MS
79831222|79831222|Jardim dos Estados|Dourados|MS
79833355|79833355|Jardim Santa Herminia|Dourados|MS
79900630|79900630|Jardim Planalto 1ª Seção|Ponta Porã|MS
79901066|79901066|Jardim Independência|Ponta Porã|MS
79901128|79901128|Jardim das Flores|Ponta Porã|MS
79902078|79902078|Jardim Primor|Ponta Porã|MS
79902168|79902168|Jardim Panambí|Ponta Porã|MS
79903432|79903432|Jardim Estoril|Ponta Porã|MS
79904536|79904536|Centro|Ponta Porã|MS
79906540|79906540|Vila Deputado Aral Moreira|Ponta Porã|MS
80010923|80010923|Centro|Curitiba|PR
80040250|80040250|Hugo Lange|Curitiba|PR
80050460|80050460|Cristo Rei|Curitiba|PR
80215010|80215010|Rebouças|Curitiba|PR
80240550|80240560|Seminário|Curitiba|PR
80330000|80330260|Portão|Curitiba|PR
80440020|80440020|Batel|Curitiba|PR
80710120|80710120|Mercês|Curitiba|PR
80730200|80730200|Batel|Curitiba|PR
81020981|81050220|Novo Mundo|Curitiba|PR
81070010|81070010|Portão|Curitiba|PR
81170000|81170390|Cidade Industrial|Curitiba|PR
81200452|81210520|Campo Comprido|Curitiba|PR
81270360|81460377|Cidade Industrial|Curitiba|PR
81470140|81480151|Tatuquara|Curitiba|PR
81510580|81510580|Guabirotuba|Curitiba|PR
81530280|81530280|Jardim das Américas|Curitiba|PR
81590440|81590619|Uberaba|Curitiba|PR
81650260|81650260|Boqueirão|Curitiba|PR
81710330|81710330|Xaxim|Curitiba|PR
81770772|81770772|Alto Boqueirão|Curitiba|PR
81810140|81810140|Xaxim|Curitiba|PR
81850680|81860264|Alto Boqueirão|Curitiba|PR
81880030|81880030|Pinheirinho|Curitiba|PR
81925265|81925568|Sítio Cercado|Curitiba|PR
82020405|82320040|Santa Felicidade|Curitiba|PR
82400381|82400398|Butiatuvinha|Curitiba|PR
82510390|82510390|Bacacheri|Curitiba|PR
82530310|82530310|Tarumã|Curitiba|PR
82540095|82540095|Boa Vista|Curitiba|PR
82600390|82600610|Bacacheri|Curitiba|PR
82620120|82620120|Tingui|Curitiba|PR
82630540|82650480|Santa Cândida|Curitiba|PR
82700500|82700500|Barreirinha|Curitiba|PR
82710240|82710240|Cachoeira|Curitiba|PR
82810494|82810540|Capão da Imbuia|Curitiba|PR
82820130|82840500|Bairro Alto|Curitiba|PR
82900180|82990524|Cajuru|Curitiba|PR
83035282|83035282|Cidade Jardim|São José dos Pinhais|PR
83040250|83040250|São Cristóvão|São José dos Pinhais|PR
83040560|83040560|Águas Belas|São José dos Pinhais|PR
83050410|83050660|Parque da Fonte|São José dos Pinhais|PR
